model_id,output,output_label,n_seeds,is_primary,MAE_mean,MAE_std,MAE_ci_lo,MAE_ci_hi,RMSE_mean,RMSE_std,RMSE_ci_lo,RMSE_ci_hi,R2_mean,R2_std,R2_ci_lo,R2_ci_hi,PICP_mean,PICP_std,PICP_ci_lo,PICP_ci_hi,MPIW_mean,MPIW_std,MPIW_ci_lo,MPIW_ci_hi,CRPS_mean,CRPS_std,CRPS_ci_lo,CRPS_ci_hi
bnn-phy-mono,iteration1_Hcore_after,iteration1_Hcore_after,5,False,0.02902033744785474,0.012587002693946489,0.017020004044494594,0.041020670851214885,0.2218224439498447,0.25899350368606455,-0.02509959691314051,0.46874448481282993,0.5678944642881931,0.4025028707326078,0.1841519036447561,0.9516370249316302,0.9978213507625272,0.002178649237472796,0.9957442464785007,0.9998984550465537,0.46139076962732606,0.009535781154515914,0.45229944297092484,0.4704820962837273,0.04458834350166628,0.011851217866217236,0.03328950063267548,0.05588718637065708
bnn-phy-mono,iteration1_wall2,iteration1_wall2,5,False,0.00160315026457746,0.00012180576217352064,0.0014870217634502117,0.0017192787657047083,0.0020254281229807403,0.00012542490111905867,0.0019058491678386987,0.0021450070781227817,0.9923167196797221,0.0009228242607324493,0.9914369074582768,0.9931965319011674,1.0,0.0,1.0,1.0,0.021776996192162962,0.0003760766666133404,0.021418448133159615,0.02213554425116631,0.00178120966230232,3.4496915138439735e-05,0.0017483206184914536,0.0018140987061131863
bnn-phy-mono,iteration2_keff,$k_{\mathrm{eff}}$,5,True,0.00024049043636315998,2.2831988757657322e-05,0.00021872262682058873,0.00026225824590573124,0.0005743052364556801,0.00042968220927481294,0.00016465014269217634,0.000983960330219184,0.6326049687874024,0.25841074840967204,0.38623852148225757,0.8789714160925471,0.9808278867102397,0.006608170321613519,0.9745277174822081,0.9871280559382712,0.0014461872817422999,3.084416990204877e-05,0.0014167807318769786,0.0014755938316076212,0.00018865678362446002,2.270273586201212e-05,0.00016701220261204852,0.0002103013646368715
bnn-phy-mono,iteration2_avg_fuel_temp,iteration2_avg_fuel_temp,5,False,1.7884948426877603,0.08382592424771272,1.7085759721451208,1.8684137132303997,2.2881586993970666,0.09502785537299913,2.197560010033894,2.3787573887602393,0.6211560405870498,0.04583382394168528,0.5774584914703202,0.6648535897037793,0.9381263616557736,0.015451523508930035,0.9233950202708866,0.9528577030406605,8.624881499363113,0.13794280080032353,8.49336809299884,8.756394905727385,1.277825214557272,0.0507750793225208,1.2294167176920612,1.3262337114224827
bnn-phy-mono,iteration2_max_fuel_temp,Max. fuel temp.,5,True,3.3441646026712144,0.15074972549441226,3.2004411912773327,3.487888014065096,4.261763197312989,0.18027419589619942,4.089891425503686,4.433634969122292,0.6214304167786979,0.04431181892269825,0.5791839333456371,0.6636769002117587,0.9363834422657952,0.014728055582706434,0.9223418485938801,0.9504250359377102,16.100660708652136,0.23737920764767403,15.87434554021513,16.32697587708914,2.3906572488038376,0.09727922383909347,2.297912125308261,2.4834023722994143
bnn-phy-mono,iteration2_max_monolith_temp,Max. monolith temp.,5,True,3.79647976877074,0.18702143826174691,3.618175237716952,3.9747842998245284,4.80144608352696,0.2024471909967911,4.608434780708727,4.994457386345193,0.6218012276996735,0.044332158744915605,0.579535352465887,0.6640671029334599,0.9416122004357298,0.012647429432418263,0.9295542567318262,0.9536701441396334,18.326492961164764,0.11306397114123326,18.2186988037634,18.43428711856613,2.701157347430179,0.11130664519715402,2.59503860853313,2.8072760863272284
bnn-phy-mono,iteration2_max_global_stress,Max. global stress,5,True,5.83994894581256,0.341908931356047,5.5139760935280036,6.165921798097117,7.629304299074384,0.46632128630629394,7.184717843916907,8.073890754231861,0.9347432979576815,0.006490810419727186,0.9285550185881862,0.9409315773271768,0.9864923747276688,0.006785364489061991,0.9800232701988182,0.9929614792565195,40.82522248277847,0.9546344367343934,39.915082730075376,41.73536223548157,4.5802527561341675,0.2062821916068629,4.383585198761775,4.77692031350656
bnn-phy-mono,iteration2_monolith_new_temperature,iteration2_monolith_new_temperature,5,False,0.4932635223501169,0.02256580193403879,0.4717494928939311,0.5147775518063027,0.6397026011993947,0.023951937734915846,0.6168670425311068,0.6625381598676826,0.6235049746825277,0.04723817475818232,0.5784685303241732,0.6685414190408823,0.9389978213507625,0.013864838846795053,0.9257792106305615,0.9522164320709635,2.3785224922890538,0.043123368992291466,2.3374090661647786,2.419635918413329,0.3522825601582994,0.013817253107518107,0.33910931724729443,0.36545580306930436
bnn-phy-mono,iteration2_Hcore_after,iteration2_Hcore_after,5,False,0.05541706632140838,0.033806801707412314,0.023185970352441583,0.08764816229037517,0.47034105513260843,0.5044181885409864,-0.010566638652346194,0.9512487489175631,0.352924847888363,0.371288127154228,-0.0010578613314221608,0.7069075571081481,0.9978213507625272,0.001540537649643915,0.9963526162380604,0.999290085286994,0.6727665879308399,0.02280201948127299,0.6510273508226451,0.6945058250390347,0.07448719715632868,0.03080864752070861,0.04511451400492869,0.10385988030772866
bnn-phy-mono,iteration2_wall2,Wall expansion,5,True,0.0015299958026811,0.00018710895609889738,0.001351607832920728,0.0017083837724414718,0.00196825595713544,0.00019085487618322706,0.001786296661380523,0.0021502152528903567,0.9925368519536294,0.0014444309539841512,0.9911597446750015,0.9939139592322573,1.0,0.0,1.0,1.0,0.02136189641107214,0.0002888029999447044,0.02108655426874513,0.02163723855339915,0.0017388864811511001,4.393863813201101e-05,0.0016969957848753845,0.0017807771774268157
bnn-data-mono-ineq,iteration1_avg_fuel_temp,iteration1_avg_fuel_temp,5,False,3.0415583768248817,0.12194335808909657,2.925298693008474,3.1578180606412896,4.075930781906729,0.19515231532850746,3.889874346921929,4.261987216891529,0.8146908002265498,0.03019385668217543,0.7859042530453342,0.8434773474077655,0.9882352941176471,0.004246969213424285,0.9841862724598216,0.9922843157754726,21.427739354118785,0.5093645952467959,20.94211580135917,21.9133629068784,2.365742965707171,0.06691138754495707,2.301950259965788,2.429535671448554
bnn-data-mono-ineq,iteration1_max_fuel_temp,iteration1_max_fuel_temp,5,False,5.3982239520947015,0.23481164185354242,5.17435667743462,5.622091226754783,7.0148760078988435,0.2532862069922485,6.773395251575396,7.256356764222291,0.8171452414997216,0.029567369633554982,0.7889559813485586,0.8453345016508845,0.9908496732026144,0.003897286235293692,0.987134036102263,0.9945653103029658,37.45697038725389,0.49813068460874627,36.98205714229019,37.93188363221759,4.147192858205972,0.11778187788087821,4.034900691610651,4.259485024801292
bnn-data-mono-ineq,iteration1_max_monolith_temp,iteration1_max_monolith_temp,5,False,6.19714379916463,0.3187734622098562,5.893228091853194,6.501059506476066,8.129392995809656,0.3403200990552102,7.804934921728908,8.453851069890405,0.815562355664072,0.02854886877377642,0.78834412493001,0.8427805863981339,0.9912854030501089,0.0034447469065014787,0.9880012128125004,0.9945695932877174,42.91509810665217,0.5663689382186593,42.37512713395986,43.455069079344476,4.763569519187134,0.14948668990787167,4.621050274385357,4.90608876398891
bnn-data-mono-ineq,iteration1_max_global_stress,iteration1_max_global_stress,5,False,8.42058081970939,0.405422175375339,8.034055020683427,8.807106618735352,11.114094213158562,0.5393482807435945,10.599884488506243,11.628303937810882,0.9292558177174592,0.008121997164873352,0.9215123798038009,0.9369992556311176,1.0,0.0,1.0,1.0,88.44130829701878,1.9319201001836075,86.59943331895064,90.28318327508691,7.943107044529117,0.17441210636803506,7.776824135333798,8.109389953724435
bnn-data-mono-ineq,iteration1_monolith_new_temperature,iteration1_monolith_new_temperature,5,False,1.0129067405362129,0.04211147952622052,0.972758040586664,1.0530554404857617,1.3945448229933661,0.08581377585479782,1.3127307528848364,1.4763588931018958,0.8145613845080002,0.02503717520232389,0.7906911703504449,0.8384315986655555,0.9886710239651416,0.0038972862352936485,0.9849553868647902,0.992386661065493,7.258405098931408,0.1338932937391459,7.130752455612555,7.3860577422502605,0.792335834003511,0.024356311025652704,0.7691147495332313,0.8155569184737907
bnn-data-mono-ineq,iteration1_Hcore_after,iteration1_Hcore_after,5,False,0.054945570279655395,0.013795721164852563,0.041792855726122895,0.0680982848331879,0.23619286001361708,0.2465490267508588,0.0011352697973863735,0.4712504502298478,0.5231068486012586,0.35835583857062986,0.18145366519831324,0.8647600320042039,0.9978213507625272,0.002178649237472796,0.9957442464785007,0.9998984550465537,1.2362286022269884,0.03483697358270741,1.2030153498013259,1.269441854652651,0.10109519014206977,0.010800959675982016,0.0907976538389776,0.11139272644516195
bnn-data-mono-ineq,iteration1_wall2,iteration1_wall2,5,False,0.0024017177306894203,0.00027125144045097443,0.0021431090848742515,0.002660326376504589,0.003384757096475641,0.0003953861328112074,0.003007799568764803,0.0037617146241864787,0.9783831089538673,0.004776431614509665,0.9738293026787616,0.982936915228973,1.0,0.0,1.0,1.0,0.044535726457125877,0.0003784152957758118,0.044174948770439204,0.04489650414381255,0.0034781834936837195,7.727629282937807e-05,0.0034045089819133983,0.0035518580054540406
