level,base_output,input,iter1_rank,iter2_rank,iter1_ST_mean,iter2_ST_mean,iter1_ST_ci_low,iter1_ST_ci_high,iter2_ST_ci_low,iter2_ST_ci_high,iter1_stable,iter2_stable,ST_shift,rank_shift
0,max_fuel_temp,SS316_alpha,3,3,0.1208443909883499,0.0301475780084729,0.115424524227169,0.1262642577495307,0.0289141159599216,0.0313810400570242,True,True,-0.090696812979877,0
0,max_fuel_temp,SS316_k_ref,1,1,0.6519727140665055,0.7666595429182053,0.6330876949756171,0.6708577331573938,0.7431919356517442,0.7901271501846663,True,True,0.11468682885169978,0
0,max_fuel_temp,alpha_base,7,5,0.0091007250593975,0.014119993103668,0.0086717921648408,0.0095296579539542,0.0133855171118283,0.0148544690955078,True,True,0.005019268044270501,-2
0,max_fuel_temp,alpha_slope,8,7,0.0079218252096325,0.0068402631906792,0.0074663112893959,0.0083773391298691,0.006491883930713,0.0071886424506454,True,True,-0.0010815620189532993,-1
0,max_fuel_temp,nu,4,8,0.0229420241899788,0.0060807002009823,0.021753941760607,0.0241301066193506,0.0057731900142818,0.0063882103876829,True,True,-0.0168613239889965,4
0,max_monolith_temp,E_intercept,6,7,0.0128186114598065,0.0070828737458214,0.0121496444508676,0.0134875784687455,0.0067198307926379,0.0074459166990048,True,True,-0.0057357377139851005,1
0,max_monolith_temp,E_slope,4,4,0.0295718451961874,0.0241547252051532,0.0283864346034937,0.0307572557888811,0.0229597282051474,0.025349722205159,True,True,-0.005417119991034201,0
0,max_monolith_temp,SS316_T_ref,2,2,0.2471381813287735,0.2290973238646984,0.2379155469416908,0.2563608157158561,0.2213270025888687,0.2368676451405281,True,True,-0.018040857464075105,0
0,max_monolith_temp,SS316_alpha,3,3,0.1277186643332243,0.0257175466977059,0.1227418844556447,0.1326954442108038,0.0243004676750966,0.0271346257203153,True,True,-0.10200111763551839,0
0,max_monolith_temp,SS316_k_ref,1,1,0.6207272827625274,0.7270484864711761,0.6019849412062506,0.6394696243188043,0.7126367958834681,0.7414601770588842,True,True,0.10632120370864873,0
