E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha,iteration1_keff,iteration1_avg_fuel_temp,iteration1_max_fuel_temp,iteration1_max_monolith_temp,iteration1_max_global_stress,iteration1_monolith_new_temperature,iteration1_Hcore_after,iteration1_wall2,iteration2_keff,iteration2_avg_fuel_temp,iteration2_max_fuel_temp,iteration2_max_monolith_temp,iteration2_max_global_stress,iteration2_monolith_new_temperature,iteration2_Hcore_after,iteration2_wall2
-65504891.70982348,213858034741.80188,0.2939997221986499,9.05581269278826e-06,4.961266509638749e-09,984.407568071192,21.4008542419302,0.0135937288579755,1.1133589146381344,1022.15,1114.0,1080.68,230.07,957.3774879219358,152.1963193475399,29.900550231470472,1.1042802679781885,1003.17,1078.72,1041.62,176.13,951.3576189523076,152.17824715643113,29.896383828546337
-79884623.8667701,180376645464.07883,0.2885916130812808,1.1147616071498165e-05,5.060169336426596e-09,673.1834031224056,22.509885908574063,0.012844167495462,1.1133589146381178,1011.45,1095.3,1059.21,158.67,953.7757537857018,152.50250734777768,29.94011077688675,1.1027796379550636,1000.28,1073.11,1035.47,132.08,950.5788033703144,152.49181257828116,29.93744108925402
-67657885.37020485,177667629199.22632,0.3154365798765398,1.1227637303378344e-05,5.253632577878766e-09,1018.063286272198,24.649556168501213,0.0130190465498401,1.1133589146381322,1014.45,1100.58,1065.23,189.63,954.7959452262968,152.55215154980428,29.95281713795133,1.1026475758480183,1000.97,1074.41,1036.93,153.39,950.767080496464,152.53836385501018,29.949411495271267
-62532280.80425289,210462777969.91055,0.3262250909911989,9.419964434023785e-06,5.991346442290754e-09,845.3124562507671,25.49135332726776,0.0149135078548954,1.1133589146381206,1005.03,1083.68,1045.98,207.92,951.7987875443775,152.4156545748555,29.930685669022,1.103313928035701,994.79,1062.84,1023.87,169.39,949.1533424002484,152.40668388442813,29.928330217635857
-70152609.22758521,175621106231.05145,0.290374330088057,1.0358837518106777e-05,4.762565790524627e-09,1159.3299141550065,23.268730314366582,0.0162736545921848,1.1133589146381295,1038.83,1142.38,1113.64,210.76,963.2582210891592,152.36603016624076,29.926006128378496,1.1036566534798211,1006.09,1084.01,1047.64,143.03,952.2257685334212,152.33142650501836,29.918165885784457
-75659741.30359519,186957393903.374,0.3202252373175016,9.740999077370132e-06,5.540548522441689e-09,829.2228227602534,24.34000324705637,0.0143576783238928,1.113358914638135,1007.64,1088.44,1051.38,162.57,952.5810170181468,152.38349845584457,29.92774984881752,1.103170774123373,996.62,1066.24,1027.8,132.68,949.6308081151236,152.3737882294321,29.92525353501276
-67850864.05166657,204916971038.38568,0.3247694425732795,9.803072130236768e-06,4.478877942885451e-09,777.3284857948054,23.87104958214793,0.0127246708642476,1.1133589146381198,1006.06,1085.56,1048.11,182.51,952.1026586239992,152.20094056088573,29.909242275993805,1.104248611527114,996.75,1066.71,1028.12,153.08,949.6671294722032,152.1937565303459,29.907315263569966
-68850381.54873455,193441340380.2213,0.3042508020711055,1.0543864485998529e-05,5.0581852496842065e-09,900.9214966731378,22.037159528410243,0.0134572530274852,1.1133589146381242,1014.71,1101.02,1065.75,200.11,954.8789319035768,152.4193683462471,29.93267623632147,1.1034722533145975,1000.13,1072.92,1035.34,158.78,950.5145032497312,152.40516268539864,29.92920983383073
-57660379.69427761,178142778558.3299,0.3329148367351153,9.048134165313335e-06,4.4883155975946886e-09,1031.200399689286,27.192613640338397,0.0131513058214805,1.1133589146381253,1005.88,1085.24,1047.75,153.23,952.0504712938384,152.09466315836204,29.89578797320635,1.104206168063726,996.39,1066.04,1027.31,127.66,949.5792824071056,152.08764631263077,29.893894840381066
-63292248.30191647,192723582382.0281,0.3214230626843032,1.157604355601276e-05,4.923072952402672e-09,858.7841333956637,23.40733566436726,0.0100626755332474,1.1133589146381335,1009.27,1091.38,1054.73,208.5,953.084448408611,152.5368825074915,29.95359683365201,1.1026092425930805,1000.36,1073.35,1035.67,179.59,950.5852564621988,152.52847589917647,29.951435816797275
