case_idx,row_idx,category,param,noise_frac,true_value,post_mean,post_std,ci90_half_width,rel_ci90_half_width,post_p5,post_p95,in_90ci_true,mean_accept_rate
4,97,high,SS316_k_ref,0.1,23.655740689515227,22.780738092048104,2.193554683701964,3.536799558037533,1.5591002436461325,19.19412719987637,26.267726315951435,True,0.6586666666666667
5,394,high,E_intercept,0.005,195970956160.16736,204246484551.13583,12728564551.66311,20525697802.350327,1.0298430211046685,184595219823.7078,225646615428.40845,True,0.5681666666666667
5,394,high,alpha_base,0.005,9.1471678769906e-06,9.896169919622524e-06,9.251898327323507e-07,1.5480170396239727e-06,1.518422427843126,8.385609315824098e-06,1.1481643395072043e-05,True,0.5681666666666667
5,394,high,alpha_slope,0.005,5.081977206840172e-09,4.9609437548371496e-09,5.388757010782899e-10,8.896542361586109e-10,1.7437635149345665,4.095144090401379e-09,5.8744525627186006e-09,True,0.5681666666666667
5,394,high,SS316_k_ref,0.005,19.40223379216592,19.667984547619696,1.518695101861477,2.4988433546242756,1.1015459652426487,17.241856259481022,22.239542968729573,True,0.5681666666666667
5,394,high,E_intercept,0.01,195970956160.16736,205097997039.00525,13391909982.046534,21897351084.20581,1.0986634613789297,183140428440.7691,226935130609.18073,True,0.5885
5,394,high,alpha_base,0.01,9.1471678769906e-06,1.0346103687279481e-05,9.766420974885485e-07,1.6197464384177338e-06,1.5887805215050712,8.720963095183981e-06,1.1960455972019449e-05,True,0.5885
5,394,high,alpha_slope,0.01,5.081977206840172e-09,4.953432503553924e-09,5.046654665299901e-10,8.376442454145964e-10,1.641821523781806,4.108808058459304e-09,5.7840965492884965e-09,True,0.5885
5,394,high,SS316_k_ref,0.01,19.40223379216592,21.452777666200202,2.123690083415981,3.5270118591666915,1.554785607364417,18.208104309162927,25.26212802749631,True,0.5885
5,394,high,E_intercept,0.02,195970956160.16736,209553812056.37897,13422250265.494875,21869723745.193573,1.0972773052273865,187874290277.71518,231613737768.10233,True,0.5958333333333333
5,394,high,alpha_base,0.02,9.1471678769906e-06,1.012568215824569e-05,9.283705611065946e-07,1.5097015321419485e-06,1.4808394268775624,8.614365947529718e-06,1.1633769011813615e-05,True,0.5958333333333333
5,394,high,alpha_slope,0.02,5.081977206840172e-09,5.104527288019839e-09,4.806472623778792e-10,7.772473733761989e-10,1.5234408567807973,4.355788443962846e-09,5.910283190715244e-09,True,0.5958333333333333
5,394,high,SS316_k_ref,0.02,19.40223379216592,22.56504262738626,2.2545073300930114,3.707697226188664,1.634435752962026,18.82670850778967,26.242102960167,True,0.5958333333333333
5,394,high,E_intercept,0.03,195970956160.16736,211729362734.3836,14568885033.364132,23942665030.960007,1.2012837140161707,188322919595.0231,236208249656.9431,True,0.6101666666666666
5,394,high,alpha_base,0.03,9.1471678769906e-06,1.0255877126600777e-05,9.855265481678337e-07,1.6335335552387671e-06,1.6023040595931504,8.611130246016168e-06,1.1878197356493702e-05,True,0.6101666666666666
5,394,high,alpha_slope,0.03,5.081977206840172e-09,5.054252386929433e-09,4.6107742623355395e-10,7.612096310530132e-10,1.49200613890001,4.299311614719508e-09,5.8217308768255345e-09,True,0.6101666666666666
5,394,high,SS316_k_ref,0.03,19.40223379216592,22.81153433557241,2.2457256453329077,3.8071928606655323,1.6782956509882192,19.046050991837184,26.66043671316825,True,0.6101666666666666
5,394,high,E_intercept,0.05,195970956160.16736,211322763934.57364,14321313620.579123,23072582764.478897,1.1576287718772535,188639794145.40326,234784959674.36105,True,0.628
5,394,high,alpha_base,0.05,9.1471678769906e-06,1.0425001894752212e-05,9.512054424844473e-07,1.5499783361051504e-06,1.5203462287370706,8.994131989073222e-06,1.2094088661283523e-05,True,0.628
5,394,high,alpha_slope,0.05,5.081977206840172e-09,5.0561679546997066e-09,5.473524548793833e-10,9.066627131918155e-10,1.7771009178150008,4.169231476213866e-09,5.982556902597497e-09,True,0.628
5,394,high,SS316_k_ref,0.05,19.40223379216592,22.503775823403345,2.3181127759712488,3.8310061983473123,1.6887931021364804,18.516568414342352,26.178580811036976,True,0.628
5,394,high,E_intercept,0.1,195970956160.16736,215170898196.83868,14388042988.189445,23659479855.999542,1.1870753651005035,191088742063.2605,238407701775.25958,True,0.6663333333333333
5,394,high,alpha_base,0.1,9.1471678769906e-06,1.0514906246104303e-05,9.985730236964213e-07,1.6036289562446424e-06,1.5729711694207242,8.959055355352873e-06,1.2166313267842158e-05,True,0.6663333333333333
5,394,high,alpha_slope,0.1,5.081977206840172e-09,5.051292104414116e-09,5.020959290448903e-10,8.140358189512787e-10,1.5955479142843634,4.234873180969438e-09,5.862944818871996e-09,True,0.6663333333333333
