case_idx,row_idx,stress_true_MPa,P_below_tau_posterior,P_above_tau_posterior,feasible_alpha90,tau_MPa,is_primary_tau,alpha_safe,accept_rate,n_posterior,stress_post_mean,stress_post_p5,stress_post_p95
5,40,181.02,0.016666666666666666,0.9833333333333333,False,131.0,True,0.9,0.6196666666666667,1200,175.31268807245496,140.06122382044825,214.21930422214817
5,40,181.02,0.1225,0.8775,False,150.0,False,0.9,0.6196666666666667,1200,175.31268807245496,140.06122382044825,214.21930422214817
5,40,181.02,0.6108333333333333,0.38916666666666666,False,180.0,False,0.9,0.6196666666666667,1200,175.31268807245496,140.06122382044825,214.21930422214817
5,40,181.02,0.87,0.13,False,200.0,False,0.9,0.6196666666666667,1200,175.31268807245496,140.06122382044825,214.21930422214817
6,375,181.64,0.0,1.0,False,110.0,False,0.9,0.6061666666666666,1200,173.4270391847751,147.67262654966993,199.14224722457953
6,375,181.64,0.0,1.0,False,120.0,False,0.9,0.6061666666666666,1200,173.4270391847751,147.67262654966993,199.14224722457953
6,375,181.64,0.0025,0.9975,False,131.0,True,0.9,0.6061666666666666,1200,173.4270391847751,147.67262654966993,199.14224722457953
6,375,181.64,0.07333333333333333,0.9266666666666666,False,150.0,False,0.9,0.6061666666666666,1200,173.4270391847751,147.67262654966993,199.14224722457953
6,375,181.64,0.6733333333333333,0.32666666666666666,False,180.0,False,0.9,0.6061666666666666,1200,173.4270391847751,147.67262654966993,199.14224722457953
6,375,181.64,0.9566666666666667,0.043333333333333335,True,200.0,False,0.9,0.6061666666666666,1200,173.4270391847751,147.67262654966993,199.14224722457953
7,271,256.32,0.0,1.0,False,110.0,False,0.9,0.6051666666666666,1200,227.766890557412,192.57389798071478,267.7001724172618
7,271,256.32,0.0,1.0,False,120.0,False,0.9,0.6051666666666666,1200,227.766890557412,192.57389798071478,267.7001724172618
7,271,256.32,0.0,1.0,False,131.0,True,0.9,0.6051666666666666,1200,227.766890557412,192.57389798071478,267.7001724172618
