case_idx,row_idx,category,param,prior_variant,true_value,post_mean,post_std,post_p5,post_p95,rel_bias,in_90ci_true,mean_accept_rate,kl_vs_canonical,mean_shift_over_canonical_std
1,176,low,SS316_k_ref,flat,22.94621709035822,23.832596183570047,3.8246304656546584,17.0451261383755,29.126491740152854,0.0386285499575559,True,0.8101666666666667,0.2324029608801923,0.04639357342201933
1,176,low,E_intercept,shift_pos,177381820506.77377,187303048148.4722,13086484180.712942,166237173353.21854,211313199447.35757,0.055931479411778603,True,0.5925,0.002236467395889785,-0.02919609605940699
1,176,low,alpha_base,shift_pos,9.710397038094874e-06,9.907648609812949e-06,1.0003058035420636e-06,8.307594876663224e-06,1.1558617042326736e-05,0.020313440423108994,True,0.5925,0.07149391488440027,0.34383764053042576
1,176,low,alpha_slope,shift_pos,5.247653609670971e-09,5.144041287259141e-09,4.900715280974597e-10,4.3208713960800546e-09,5.925997272727402e-09,-0.01974450490041523,True,0.5925,0.10483749823588517,0.3922927285133271
1,176,low,SS316_k_ref,shift_pos,22.94621709035822,24.467394568146446,2.194025803233035,20.884762685673554,28.083941110572518,0.06629317032075883,True,0.5925,0.05638688317511542,0.3408125792256427
1,176,low,E_intercept,shift_neg,177381820506.77377,185659207437.8633,11999184246.410662,166001429827.15775,205855105876.43933,0.04666423485474063,True,0.6076666666666667,0.03243705807972097,-0.14970003813134505
1,176,low,alpha_base,shift_neg,9.710397038094874e-06,9.364720535610727e-06,9.34343140495018e-07,7.878387948876725e-06,1.0914756649448662e-05,-0.035598596136494055,True,0.6076666666666667,0.036950203853374,-0.16521336481560392
1,176,low,alpha_slope,shift_neg,5.247653609670971e-09,4.7269386835206715e-09,4.859823087161388e-10,3.94223379873668e-09,5.559027562349778e-09,-0.09922814363941002,True,0.6076666666666667,0.10131393706717562,-0.37753185057575916
1,176,low,SS316_k_ref,shift_neg,22.94621709035822,22.292311543418894,2.1014104403904295,18.784618410848157,25.75866397530305,-0.02849731371251135,True,0.6076666666666667,0.23554145707537932,-0.667989265958562
2,203,near,E_intercept,canonical,181988451408.9628,191263873890.68954,13851702999.537712,168732275273.9679,214544754894.65665,0.05096709384532923,True,0.6106666666666667,0.0,0.0
2,203,near,alpha_base,canonical,9.674440002043482e-06,9.64424198583301e-06,9.98175572082273e-07,8.11280257268863e-06,1.1278050245334553e-05,-0.003121422656411493,True,0.6106666666666667,0.0,0.0
2,203,near,alpha_slope,canonical,5.525839660218837e-09,4.938238708392329e-09,5.057032110665068e-10,4.037953452441733e-09,5.7203858262717904e-09,-0.1063369529262161,True,0.6106666666666667,0.0,0.0
2,203,near,SS316_k_ref,canonical,25.972932082580154,23.995189453063333,2.059493084147071,20.68595941899732,27.46997162461302,-0.07614629812408737,True,0.6106666666666667,0.0,0.0
2,203,near,E_intercept,diffuse,181988451408.9628,190176991611.53094,22136198078.00507,156503116562.03723,231229559407.65997,0.044994834228062816,True,0.6101666666666666,0.16579228170944382,-0.07846560666185765
2,203,near,alpha_base,diffuse,9.674440002043482e-06,9.560275846893465e-06,1.6035742739170427e-06,7.030162629751467e-06,1.2327317184933851e-05,-0.011800595706408042,True,0.6101666666666666,0.16916597900805508,-0.0841196091028198
2,203,near,alpha_slope,diffuse,5.525839660218837e-09,4.80354890473604e-09,7.627619714687907e-10,3.6451364560980853e-09,6.140338097873666e-09,-0.1307114936183641,True,0.6101666666666666,0.14636417596053475,-0.26634160256217115
2,203,near,SS316_k_ref,diffuse,25.972932082580154,24.2826871965341,3.3025538673421173,18.24846282437303,29.025297546004616,-0.0650771688260676,True,0.6101666666666666,0.1704676671343266,0.13959636266019887
2,203,near,E_intercept,tight,181988451408.9628,193397602826.2181,7690414000.688729,181444731892.18005,206554337692.88644,0.06269162317127898,True,0.4056666666666667,0.5721538539478153,0.15404091003104642
2,203,near,alpha_base,tight,9.674440002043482e-06,9.862430878829943e-06,4.893003569748412e-07,9.068774881116666e-06,1.0680384113929521e-05,0.01943170630514566,True,0.4056666666666667,0.9672815938674997,0.21858769048192053
2,203,near,alpha_slope,tight,5.525839660218837e-09,4.929286119554839e-09,2.708163941840379e-10,4.479940440568414e-09,5.360300785377009e-09,-0.10795708477729755,False,0.4056666666666667,0.6194956684789434,-0.01770324696694936
2,203,near,SS316_k_ref,tight,25.972932082580154,23.50143605359626,1.164158669867693,21.58201687655728,25.368255402962294,-0.0951566046192184,False,0.4056666666666667,0.5843084464199506,-0.23974511168196344
2,203,near,E_intercept,flat,181988451408.9628,195294991792.9913,27592951145.925518,153418534965.24756,245178106635.14862,0.0731174988358254,True,0.8243333333333334,0.3258263981141548,0.2910196603577403
